"orderId","category","mainDish","pairedDish","session","taste","budget","groupSize"
3807,"drinks","Buttermilk","None","Online","Spicy","High",6
3808,"breakfast","Chhena Poda","None","Takeaway","Sweet","High",2
3809,"drinks","Palm Juice","None","Takeaway","Sweet","Low",4
3810,"drinks","Black Coffee","None","Takeaway","Savory","Low",6
3811,"snacks","Aloo Chop","None","Online","Mild","High","Family Pack"
3812,"breakfast","Chhena Poda","None","Takeaway","Spicy","High","Family Pack"
3813,"dinner","Chuna Machha Tarkari","None","Online","Savory","Low",4
3814,"drinks","Buttermilk","None","Takeaway","Savory","Medium",6
3815,"dinner","Dahi Baigana","None","Takeaway","Sweet","Medium",6
3816,"dinner","Khaja","None","Takeaway","Savory","Medium","Family Pack"
3817,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Mild","Medium",4
3818,"dinner","Mutton Kassa","Khaja","Online","Spicy","High",4
3819,"drinks","Tea","None","Online","Spicy","Low",4
3820,"drinks","Lassi","None","Takeaway","Sweet","High","Family Pack"
3821,"dinner","Chuna Machha Tarkari","None","Online","Savory","High",1
3822,"drinks","Black Coffee","None","Dine-in","Savory","High",4
3823,"dinner","Khaja","None","Takeaway","Mild","High",1
3824,"breakfast","Bara","None","Online","Savory","Low",4
3825,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Sweet","High",4
3826,"snacks","Chhena Gaja","None","Dine-in","Spicy","Medium",4
3827,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","Low","Family Pack"
3828,"drinks","Buttermilk","None","Online","Mild","Low",2
3829,"lunch","Santula","None","Online","Mild","High",6
3830,"lunch","Santula","None","Dine-in","Sweet","Medium",1
3831,"breakfast","Bara","None","Online","Savory","High",6
3832,"breakfast","Ghugni","Piaji","Dine-in","Savory","Medium",6
3833,"lunch","Saga Bhaja","None","Online","Mild","High",6
3834,"drinks","Tea","None","Takeaway","Spicy","Low",2
3835,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Medium",1
3836,"breakfast","Ghugni","Piaji","Takeaway","Sweet","High",4
3837,"snacks","Chhena Gaja","None","Takeaway","Mild","High",1
3838,"drinks","Lassi","None","Takeaway","Mild","Low",1
3839,"drinks","Tea","None","Dine-in","Savory","Medium",4
3840,"breakfast","Chhena Poda","None","Dine-in","Mild","High",1
3841,"lunch","Chingudi Jhola","None","Online","Sweet","Low",2
3842,"dinner","Dahi Baigana","None","Dine-in","Spicy","Medium",2
3843,"lunch","Mansa Tarkari","None","Dine-in","Mild","Low","Family Pack"
3844,"dinner","Mati Handi Mutton","None","Takeaway","Spicy","Medium",2
3845,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","High","Family Pack"
3846,"breakfast","Kanika","Chhena Poda","Online","Spicy","Medium",6
3847,"breakfast","Chhena Poda","None","Takeaway","Mild","Low",1
3848,"snacks","Aloo Chop","None","Online","Spicy","Medium",1
3849,"lunch","Macha Besara","Chingudi Jhola","Online","Sweet","Low",4
3850,"dinner","Khaja","None","Takeaway","Sweet","High",4
3851,"lunch","Saga Bhaja","None","Dine-in","Mild","Medium",1
3852,"snacks","Ghugni Chat","None","Takeaway","Mild","Low",4
3853,"drinks","Buttermilk","None","Takeaway","Mild","Medium","Family Pack"
3854,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Medium","Family Pack"
3855,"snacks","Dahibara Aludum","Gupchup","Dine-in","Spicy","High",2
3856,"snacks","Aloo Chop","None","Online","Savory","Low",1
3857,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Low","Family Pack"
3858,"breakfast","Ghugni","Piaji","Online","Mild","High",2
3859,"lunch","Mansa Tarkari","None","Takeaway","Savory","High",2
3860,"lunch","Santula","None","Online","Sweet","High",1
3861,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Spicy","Low",6
3862,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Sweet","Low",4
3863,"dinner","Alu Dum","None","Online","Savory","Medium","Family Pack"
3864,"snacks","Dahibara Aludum","Gupchup","Takeaway","Savory","Low",6
3865,"drinks","Lassi","None","Online","Spicy","Medium",2
3866,"drinks","Black Coffee","None","Dine-in","Sweet","Low",6
3867,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","Medium","Family Pack"
3868,"lunch","Mansa Tarkari","None","Online","Spicy","Low",1
3869,"dinner","Mati Handi Mutton","None","Dine-in","Savory","Medium",1
3870,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Mild","Low",1
3871,"lunch","Chingudi Jhola","None","Online","Mild","Medium",2
3872,"drinks","Tea","None","Takeaway","Spicy","High",2
3873,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Mild","Low",4
3874,"snacks","Poda Pitha","Tea","Dine-in","Mild","High",6
3875,"dinner","Khaja","None","Online","Sweet","High",4
3876,"breakfast","Bara","None","Online","Spicy","Low",1
3877,"drinks","Tea","None","Dine-in","Spicy","Medium",2
3878,"snacks","Aloo Chop","None","Takeaway","Sweet","Medium","Family Pack"
3879,"snacks","Poda Pitha","Tea","Takeaway","Sweet","Low","Family Pack"
3880,"breakfast","Bara","None","Dine-in","Sweet","Medium",4
3881,"lunch","Santula","None","Dine-in","Savory","Medium",2
3882,"breakfast","Chhena Poda","None","Takeaway","Spicy","Low",1
3883,"drinks","Buttermilk","None","Takeaway","Mild","High",1
3884,"drinks","Tea","None","Online","Sweet","Low","Family Pack"
3885,"lunch","Saga Bhaja","None","Takeaway","Spicy","Medium","Family Pack"
3886,"dinner","Mutton Kassa","Khaja","Takeaway","Spicy","Medium","Family Pack"
3887,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","Low",2
3888,"snacks","Chhena Gaja","None","Takeaway","Sweet","Medium","Family Pack"
3889,"drinks","Lassi","None","Dine-in","Savory","Medium",1
3890,"lunch","Mansa Tarkari","None","Takeaway","Sweet","Low",6
3891,"breakfast","Kanika","Chhena Poda","Online","Mild","High",6
3892,"dinner","Dahi Baigana","None","Online","Mild","Medium","Family Pack"
3893,"breakfast","Bara","None","Dine-in","Savory","Low",1
3894,"drinks","Black Coffee","None","Online","Mild","Low",4
3895,"lunch","Saga Bhaja","None","Takeaway","Savory","High",1
3896,"dinner","Khaja","None","Dine-in","Spicy","Low","Family Pack"
3897,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",4
3898,"dinner","Mati Handi Mutton","None","Takeaway","Mild","Medium",6
3899,"snacks","Aloo Chop","None","Dine-in","Savory","High",6
3900,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","High",6
3901,"drinks","Lassi","None","Dine-in","Sweet","Low",4
3902,"snacks","Aloo Chop","None","Online","Savory","High",4
3903,"breakfast","Pakhala Bhata","Badi Chura","Online","Sweet","High","Family Pack"
3904,"dinner","Mati Handi Mutton","None","Online","Spicy","High",2
3905,"lunch","Chingudi Jhola","None","Dine-in","Sweet","High",4
3906,"breakfast","Bara","None","Takeaway","Sweet","Low",2
3907,"dinner","Alu Dum","None","Takeaway","Sweet","Medium",1
3908,"lunch","Chingudi Jhola","None","Dine-in","Spicy","High",4
3909,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Medium",2
3910,"snacks","Poda Pitha","Tea","Takeaway","Spicy","Medium",6
3911,"dinner","Dahi Baigana","None","Dine-in","Mild","Low","Family Pack"
3912,"lunch","Chingudi Jhola","None","Online","Savory","High",1
3913,"snacks","Aloo Chop","None","Dine-in","Spicy","Low",2
3914,"snacks","Poda Pitha","Tea","Dine-in","Mild","Low",4
3915,"snacks","Aloo Chop","None","Takeaway","Mild","Low",1
3916,"breakfast","Bara","None","Online","Spicy","Medium",2
3917,"lunch","Santula","None","Dine-in","Mild","Medium",2
3918,"drinks","Palm Juice","None","Online","Sweet","Low",6
3919,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Sweet","High",6
3920,"snacks","Ghugni Chat","None","Dine-in","Savory","Low",2
3921,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Savory","Medium",6
3922,"dinner","Chuna Machha Tarkari","None","Online","Spicy","High",4
3923,"snacks","Aloo Chop","None","Online","Mild","High",6
3924,"lunch","Saga Bhaja","None","Dine-in","Sweet","Low",4
3925,"drinks","Palm Juice","None","Online","Savory","High",4
3926,"dinner","Mati Handi Mutton","None","Dine-in","Savory","Medium","Family Pack"
3927,"lunch","Saga Bhaja","None","Dine-in","Sweet","Low",4
3928,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",4
3929,"snacks","Aloo Chop","None","Dine-in","Spicy","Low","Family Pack"
3930,"drinks","Buttermilk","None","Dine-in","Spicy","High",1
3931,"lunch","Santula","None","Online","Mild","Low","Family Pack"
3932,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",2
3933,"drinks","Tea","None","Takeaway","Sweet","High",6
3934,"lunch","Mansa Tarkari","None","Takeaway","Spicy","Low",1
3935,"lunch","Mansa Tarkari","None","Online","Spicy","Low",6
3936,"breakfast","Chhena Poda","None","Dine-in","Mild","High",2
3937,"snacks","Aloo Chop","None","Online","Sweet","Low",1
3938,"dinner","Khaja","None","Takeaway","Sweet","Medium",6
3939,"breakfast","Bara","None","Takeaway","Savory","High",1
3940,"snacks","Dahibara Aludum","Gupchup","Online","Sweet","Medium",2
3941,"snacks","Chhena Gaja","None","Online","Mild","High",1
3942,"lunch","Chingudi Jhola","None","Takeaway","Mild","Low",1
3943,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Low",1
3944,"dinner","Alu Dum","None","Takeaway","Savory","High",2
3945,"breakfast","Ghugni","Piaji","Takeaway","Savory","Medium",6
3946,"drinks","Palm Juice","None","Online","Savory","Medium",2
3947,"lunch","Santula","None","Takeaway","Sweet","Medium",4
3948,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","Low",2
3949,"drinks","Palm Juice","None","Takeaway","Spicy","Low","Family Pack"
3950,"drinks","Palm Juice","None","Online","Savory","Medium",6
3951,"dinner","Mutton Kassa","Khaja","Online","Spicy","Low",4
3952,"snacks","Aloo Chop","None","Takeaway","Spicy","Low","Family Pack"
3953,"drinks","Black Coffee","None","Dine-in","Sweet","Medium",4
3954,"snacks","Dahibara Aludum","Gupchup","Online","Sweet","High",6
3955,"dinner","Dahi Baigana","None","Takeaway","Sweet","Low",1
3956,"dinner","Alu Dum","None","Dine-in","Mild","High","Family Pack"
3957,"drinks","Lassi","None","Dine-in","Mild","Medium",6
3958,"snacks","Aloo Chop","None","Takeaway","Spicy","High",4
3959,"breakfast","Ghugni","Piaji","Dine-in","Mild","High",2
3960,"snacks","Poda Pitha","Tea","Takeaway","Mild","Low",4
3961,"dinner","Khaja","None","Takeaway","Savory","High",2
3962,"lunch","Macha Besara","Chingudi Jhola","Online","Sweet","High","Family Pack"
3963,"dinner","Chuna Machha Tarkari","None","Takeaway","Mild","Medium","Family Pack"
3964,"lunch","Santula","None","Takeaway","Mild","Medium","Family Pack"
3965,"dinner","Mutton Kassa","Khaja","Dine-in","Savory","Medium",4
3966,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","High",6
3967,"breakfast","Ghugni","Piaji","Dine-in","Savory","Low",1
3968,"dinner","Mutton Kassa","Khaja","Takeaway","Mild","High",4
3969,"dinner","Dahi Baigana","None","Takeaway","Savory","Medium",2
3970,"dinner","Mati Handi Mutton","None","Takeaway","Spicy","Low",6
3971,"dinner","Dahi Baigana","None","Online","Spicy","High",1
3972,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","High",1
3973,"drinks","Buttermilk","None","Online","Spicy","Low",1
3974,"breakfast","Ghugni","Piaji","Dine-in","Spicy","High",1
3975,"dinner","Mati Handi Mutton","None","Online","Savory","Medium",1
3976,"snacks","Poda Pitha","Tea","Dine-in","Sweet","High","Family Pack"
3977,"breakfast","Chhena Poda","None","Dine-in","Savory","Medium",4
3978,"drinks","Buttermilk","None","Takeaway","Sweet","Low",1
3979,"dinner","Dahi Baigana","None","Dine-in","Sweet","Medium","Family Pack"
3980,"lunch","Mansa Tarkari","None","Dine-in","Savory","High",4
3981,"lunch","Macha Besara","Chingudi Jhola","Online","Mild","High",4
3982,"dinner","Khaja","None","Online","Mild","Medium",1
3983,"breakfast","Chhena Poda","None","Dine-in","Spicy","Medium",1
3984,"dinner","Mati Handi Mutton","None","Dine-in","Savory","High",6
3985,"drinks","Black Coffee","None","Online","Mild","High",2
3986,"snacks","Poda Pitha","Tea","Online","Savory","Medium",1
3987,"breakfast","Ghugni","Piaji","Takeaway","Sweet","Medium",2
3988,"dinner","Mati Handi Mutton","None","Takeaway","Mild","Medium",1
3989,"breakfast","Ghugni","Piaji","Dine-in","Sweet","Medium",2
3990,"breakfast","Bara","None","Online","Mild","High",6
3991,"drinks","Buttermilk","None","Dine-in","Sweet","Low",6
3992,"dinner","Khaja","None","Online","Savory","Medium","Family Pack"
3993,"lunch","Saga Bhaja","None","Online","Sweet","Medium",2
3994,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Mild","High",2
3995,"dinner","Chuna Machha Tarkari","None","Takeaway","Mild","High",1
3996,"lunch","Chingudi Jhola","None","Online","Savory","Low",6
3997,"breakfast","Bara","None","Online","Mild","Medium",4
3998,"breakfast","Chhena Poda","None","Dine-in","Savory","Medium",1
3999,"lunch","Saga Bhaja","None","Online","Savory","High",4
4000,"drinks","Buttermilk","None","Dine-in","Savory","Medium",6
4001,"dinner","Dahi Baigana","None","Takeaway","Spicy","Low",1
4002,"snacks","Aloo Chop","None","Online","Savory","High",2
4003,"dinner","Mutton Kassa","Khaja","Takeaway","Sweet","High",6
4004,"lunch","Saga Bhaja","None","Takeaway","Sweet","High",6
4005,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Mild","Low",1
4006,"dinner","Mutton Kassa","Khaja","Takeaway","Savory","Low",6
4007,"dinner","Chuna Machha Tarkari","None","Online","Savory","Low",1
4008,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Mild","High",1
4009,"lunch","Saga Bhaja","None","Dine-in","Mild","Medium",4
4010,"dinner","Chuna Machha Tarkari","None","Takeaway","Savory","Medium",2
4011,"breakfast","Bara","None","Dine-in","Spicy","High",1
4012,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Mild","Medium",2
4013,"drinks","Tea","None","Dine-in","Spicy","Medium","Family Pack"
4014,"dinner","Khaja","None","Online","Sweet","Medium","Family Pack"
4015,"dinner","Mati Handi Mutton","None","Dine-in","Mild","High",2
4016,"lunch","Macha Besara","Chingudi Jhola","Online","Savory","Medium",1
4017,"breakfast","Chhena Poda","None","Dine-in","Sweet","High",1
4018,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","Medium",1
4019,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Sweet","High","Family Pack"
4020,"dinner","Dahi Baigana","None","Online","Spicy","High",1
4021,"dinner","Dahi Baigana","None","Dine-in","Sweet","Low",6
4022,"lunch","Macha Besara","Chingudi Jhola","Online","Spicy","Medium","Family Pack"
4023,"snacks","Ghugni Chat","None","Online","Sweet","Low",2
4024,"snacks","Dahibara Aludum","Gupchup","Online","Sweet","Low",6
4025,"dinner","Chuna Machha Tarkari","None","Online","Sweet","High",4
4026,"lunch","Macha Besara","Chingudi Jhola","Online","Savory","Low",4
4027,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","Low","Family Pack"
4028,"lunch","Santula","None","Takeaway","Savory","Low",4
4029,"drinks","Tea","None","Takeaway","Mild","Low",1
4030,"drinks","Buttermilk","None","Takeaway","Mild","Medium",4
4031,"drinks","Black Coffee","None","Online","Savory","Medium",6
4032,"snacks","Chhena Gaja","None","Takeaway","Sweet","Medium","Family Pack"
4033,"breakfast","Bara","None","Takeaway","Sweet","High",1
4034,"breakfast","Dalma","Rice & Saga Bhaja","Online","Mild","High",2
4035,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Savory","High",2
4036,"snacks","Dahibara Aludum","Gupchup","Online","Sweet","Low",6
4037,"snacks","Poda Pitha","Tea","Dine-in","Savory","Low","Family Pack"
4038,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","Low",6
4039,"lunch","Chingudi Jhola","None","Online","Sweet","Low",4
4040,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","High",4
4041,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Mild","High",2
4042,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Mild","Medium",6
4043,"breakfast","Bara","None","Takeaway","Sweet","Medium",2
4044,"breakfast","Dalma","Rice & Saga Bhaja","Online","Mild","High",2
4045,"dinner","Alu Dum","None","Takeaway","Spicy","High",6
4046,"lunch","Saga Bhaja","None","Online","Mild","High","Family Pack"
4047,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","Low",2
4048,"drinks","Palm Juice","None","Online","Spicy","Medium",6
4049,"breakfast","Ghugni","Piaji","Takeaway","Mild","Medium",6
4050,"drinks","Black Coffee","None","Dine-in","Sweet","Medium",2
4051,"drinks","Black Coffee","None","Dine-in","Sweet","High",6
4052,"snacks","Aloo Chop","None","Dine-in","Mild","High","Family Pack"
4053,"lunch","Saga Bhaja","None","Takeaway","Mild","Medium",4
4054,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","Low",4
4055,"snacks","Poda Pitha","Tea","Online","Mild","Low",1
4056,"snacks","Chhena Gaja","None","Takeaway","Sweet","Medium","Family Pack"
4057,"dinner","Khaja","None","Dine-in","Savory","Medium","Family Pack"
4058,"snacks","Aloo Chop","None","Takeaway","Mild","Low","Family Pack"
4059,"breakfast","Bara","None","Takeaway","Sweet","High","Family Pack"
4060,"lunch","Mansa Tarkari","None","Online","Spicy","Medium","Family Pack"
4061,"drinks","Palm Juice","None","Takeaway","Sweet","High",1
4062,"breakfast","Chhena Poda","None","Dine-in","Sweet","High","Family Pack"
4063,"dinner","Dahi Baigana","None","Dine-in","Savory","High",6
4064,"dinner","Khaja","None","Takeaway","Spicy","High","Family Pack"
4065,"breakfast","Chhena Poda","None","Dine-in","Spicy","Medium",2
4066,"snacks","Chhena Gaja","None","Takeaway","Mild","High",1
4067,"lunch","Mansa Tarkari","None","Online","Savory","Medium",1
4068,"drinks","Palm Juice","None","Dine-in","Savory","High",2
4069,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Sweet","Medium",6
4070,"snacks","Ghugni Chat","None","Dine-in","Savory","Medium",6
4071,"dinner","Mutton Kassa","Khaja","Dine-in","Savory","Medium",1
4072,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","Medium",6
4073,"drinks","Lassi","None","Dine-in","Sweet","High",1
4074,"breakfast","Ghugni","Piaji","Dine-in","Savory","High",2
4075,"snacks","Aloo Chop","None","Online","Savory","Low",2
4076,"drinks","Black Coffee","None","Online","Sweet","Low",2
4077,"breakfast","Kanika","Chhena Poda","Dine-in","Savory","Medium",4
4078,"lunch","Chingudi Jhola","None","Online","Mild","Low",1
4079,"dinner","Alu Dum","None","Online","Mild","High",1
4080,"lunch","Chingudi Jhola","None","Dine-in","Mild","Low",1
4081,"snacks","Ghugni Chat","None","Takeaway","Sweet","High","Family Pack"
4082,"drinks","Tea","None","Online","Sweet","Low","Family Pack"
4083,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Mild","Low",1
4084,"snacks","Poda Pitha","Tea","Takeaway","Sweet","High",2
4085,"dinner","Alu Dum","None","Online","Savory","High","Family Pack"
4086,"snacks","Ghugni Chat","None","Dine-in","Sweet","High",2
4087,"drinks","Tea","None","Takeaway","Mild","High",2
4088,"drinks","Tea","None","Online","Sweet","High","Family Pack"
4089,"breakfast","Bara","None","Online","Mild","Low",2
4090,"snacks","Chhena Gaja","None","Online","Mild","High",1
4091,"snacks","Ghugni Chat","None","Dine-in","Sweet","Medium",4
4092,"dinner","Mutton Kassa","Khaja","Takeaway","Sweet","High","Family Pack"
4093,"dinner","Mati Handi Mutton","None","Takeaway","Sweet","Medium","Family Pack"
4094,"breakfast","Chhena Poda","None","Online","Sweet","Low",6
4095,"dinner","Mutton Kassa","Khaja","Takeaway","Mild","Low",4
4096,"drinks","Black Coffee","None","Dine-in","Spicy","High","Family Pack"
4097,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",1
4098,"dinner","Alu Dum","None","Takeaway","Mild","Low",4
4099,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Savory","Low",4
4100,"drinks","Buttermilk","None","Online","Mild","High",2
4101,"breakfast","Bara","None","Takeaway","Sweet","Medium",6
4102,"drinks","Tea","None","Takeaway","Spicy","Low",2
4103,"drinks","Black Coffee","None","Dine-in","Savory","Medium",6
4104,"snacks","Dahibara Aludum","Gupchup","Takeaway","Mild","Low",2
4105,"snacks","Chhena Gaja","None","Takeaway","Savory","Medium",4
4106,"snacks","Dahibara Aludum","Gupchup","Dine-in","Savory","Medium",2
4107,"snacks","Dahibara Aludum","Gupchup","Takeaway","Mild","High",6
4108,"snacks","Dahibara Aludum","Gupchup","Dine-in","Savory","High",1
4109,"snacks","Aloo Chop","None","Online","Spicy","Medium",1
4110,"lunch","Santula","None","Takeaway","Mild","Low",1
4111,"drinks","Black Coffee","None","Takeaway","Sweet","High",2
4112,"drinks","Palm Juice","None","Online","Mild","High","Family Pack"
4113,"lunch","Santula","None","Takeaway","Spicy","Low",4
4114,"breakfast","Kanika","Chhena Poda","Online","Sweet","Medium",4
4115,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","Low",6
4116,"lunch","Santula","None","Dine-in","Sweet","Low",6
4117,"drinks","Tea","None","Takeaway","Sweet","Medium",2
4118,"drinks","Buttermilk","None","Online","Mild","Medium","Family Pack"
4119,"breakfast","Ghugni","Piaji","Takeaway","Spicy","Low",2
4120,"dinner","Chuna Machha Tarkari","None","Online","Mild","High",1
4121,"snacks","Poda Pitha","Tea","Dine-in","Sweet","Medium",1
4122,"dinner","Mati Handi Mutton","None","Online","Mild","Low",4
4123,"dinner","Alu Dum","None","Takeaway","Spicy","Medium",4
4124,"drinks","Lassi","None","Dine-in","Sweet","High",6
4125,"snacks","Chhena Gaja","None","Dine-in","Mild","High","Family Pack"
4126,"lunch","Chingudi Jhola","None","Dine-in","Savory","High",4
4127,"drinks","Lassi","None","Online","Mild","Low","Family Pack"
4128,"snacks","Aloo Chop","None","Takeaway","Mild","Medium",1
4129,"breakfast","Ghugni","Piaji","Takeaway","Spicy","High",1
4130,"snacks","Aloo Chop","None","Dine-in","Sweet","Medium",6
4131,"dinner","Dahi Baigana","None","Online","Spicy","Low",6
4132,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","Low","Family Pack"
4133,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Savory","Medium","Family Pack"
4134,"snacks","Ghugni Chat","None","Dine-in","Spicy","Low","Family Pack"
4135,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","High",2
4136,"lunch","Saga Bhaja","None","Takeaway","Spicy","High",2
4137,"snacks","Poda Pitha","Tea","Takeaway","Sweet","High","Family Pack"
4138,"dinner","Alu Dum","None","Online","Savory","Low",4
4139,"drinks","Buttermilk","None","Online","Spicy","Low",4
4140,"drinks","Buttermilk","None","Takeaway","Savory","High",4
4141,"drinks","Lassi","None","Takeaway","Mild","High","Family Pack"
4142,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Spicy","Low",4
4143,"drinks","Palm Juice","None","Takeaway","Spicy","Low",4
4144,"drinks","Tea","None","Takeaway","Mild","Low",4
4145,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Spicy","Low",1
4146,"dinner","Khaja","None","Online","Sweet","High",6
4147,"dinner","Dahi Baigana","None","Takeaway","Sweet","Medium",2
4148,"dinner","Alu Dum","None","Takeaway","Mild","Low",6
4149,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Sweet","Low",4
4150,"breakfast","Chhena Poda","None","Takeaway","Savory","Medium","Family Pack"
4151,"snacks","Poda Pitha","Tea","Online","Sweet","Medium",1
4152,"dinner","Alu Dum","None","Online","Mild","Medium","Family Pack"
4153,"snacks","Aloo Chop","None","Online","Savory","Low",6
4154,"snacks","Dahibara Aludum","Gupchup","Takeaway","Sweet","High",2
4155,"dinner","Alu Dum","None","Online","Mild","High",4
4156,"snacks","Poda Pitha","Tea","Takeaway","Mild","Low",2
4157,"drinks","Black Coffee","None","Dine-in","Mild","High","Family Pack"
4158,"dinner","Khaja","None","Dine-in","Sweet","High",2
4159,"dinner","Chuna Machha Tarkari","None","Dine-in","Savory","Medium",2
4160,"snacks","Chhena Gaja","None","Online","Savory","High",4
4161,"drinks","Lassi","None","Takeaway","Sweet","Low",4
4162,"drinks","Palm Juice","None","Takeaway","Sweet","Low",2
4163,"dinner","Alu Dum","None","Dine-in","Spicy","Medium",1
4164,"snacks","Ghugni Chat","None","Online","Spicy","Low","Family Pack"
4165,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Savory","High",1
4166,"dinner","Khaja","None","Takeaway","Spicy","Medium",6
4167,"drinks","Black Coffee","None","Dine-in","Sweet","Medium",1
4168,"lunch","Santula","None","Online","Savory","High",6
4169,"dinner","Dahi Baigana","None","Online","Savory","Medium",1
4170,"dinner","Khaja","None","Dine-in","Savory","Low",6
4171,"lunch","Macha Besara","Chingudi Jhola","Online","Sweet","Low",6
4172,"drinks","Palm Juice","None","Online","Sweet","Low",4
4173,"breakfast","Pakhala Bhata","Badi Chura","Online","Sweet","Medium",6
4174,"drinks","Buttermilk","None","Online","Savory","Low",6
4175,"snacks","Chhena Gaja","None","Dine-in","Savory","Medium",6
4176,"dinner","Khaja","None","Dine-in","Sweet","Low",6
4177,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","High",6
4178,"breakfast","Dalma","Rice & Saga Bhaja","Online","Mild","Medium",4
4179,"dinner","Mati Handi Mutton","None","Dine-in","Mild","Low","Family Pack"
4180,"breakfast","Bara","None","Takeaway","Sweet","High",2
4181,"drinks","Buttermilk","None","Online","Savory","Medium",2
4182,"breakfast","Chhena Poda","None","Takeaway","Sweet","Medium","Family Pack"
4183,"snacks","Dahibara Aludum","Gupchup","Dine-in","Sweet","Medium",1
4184,"drinks","Buttermilk","None","Takeaway","Mild","High",1
4185,"snacks","Chhena Gaja","None","Dine-in","Sweet","Medium",4
4186,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","Medium","Family Pack"
4187,"drinks","Tea","None","Online","Savory","Low","Family Pack"
4188,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Savory","Medium","Family Pack"
4189,"dinner","Khaja","None","Dine-in","Savory","High",2
4190,"snacks","Chhena Gaja","None","Takeaway","Sweet","Low",1
4191,"dinner","Khaja","None","Online","Spicy","Medium","Family Pack"
4192,"snacks","Chhena Gaja","None","Takeaway","Spicy","Low",4
4193,"drinks","Buttermilk","None","Takeaway","Mild","Medium",6
4194,"drinks","Lassi","None","Takeaway","Mild","Low",6
4195,"snacks","Aloo Chop","None","Takeaway","Spicy","High",4
4196,"lunch","Santula","None","Online","Spicy","Low",2
4197,"lunch","Chingudi Jhola","None","Dine-in","Sweet","Low","Family Pack"
4198,"snacks","Dahibara Aludum","Gupchup","Takeaway","Sweet","High",1
4199,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Savory","High",2
4200,"lunch","Santula","None","Takeaway","Savory","High",6
4201,"dinner","Chuna Machha Tarkari","None","Dine-in","Savory","High",4
4202,"drinks","Lassi","None","Online","Spicy","Medium",2
4203,"dinner","Khaja","None","Online","Spicy","Low",4
4204,"breakfast","Ghugni","Piaji","Dine-in","Savory","High",6
4205,"dinner","Alu Dum","None","Dine-in","Mild","Medium",1
4206,"lunch","Saga Bhaja","None","Takeaway","Sweet","Medium","Family Pack"
